Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Domestic_Gross,USD_Worldwide_Gross
3436,05/08/1998,Woo,"$13,000,000","$8,064,972","$8,064,972"
3437,02/04/2016,Robinson Crusoe,"$13,000,000","$8,005,586","$42,446,455"
3438,04/13/1994,Serial Mom,"$13,000,000","$7,881,335","$7,881,335"
3439,08/04/1999,Dick,"$13,000,000","$6,276,869","$6,276,869"
3440,11/10/1999,Light It Up,"$13,000,000","$5,871,603","$5,871,603"
3441,08/24/2001,Bubble Boy,"$13,000,000","$5,002,310","$5,002,310"
3442,02/01/2002,Birthday Girl,"$13,000,000","$4,919,896","$8,130,727"
3443,02/01/2007,"Paris, je t'aime","$13,000,000","$4,857,374","$5,175,088"
3444,12/07/2018,Ben is Back,"$13,000,000","$3,703,182","$12,616,995"
3445,08/24/2007,Resurrecting the Champ,"$13,000,000","$3,172,382","$3,260,555"
3446,03/26/2010,Chloe,"$13,000,000","$3,075,255","$13,176,612"
3447,03/02/2001,The Widow of St. Pierre,"$13,000,000","$3,058,380","$3,058,380"
3448,05/22/2015,Youth,"$13,000,000","$2,703,296","$24,001,573"
3449,04/05/1996,Faithful,"$13,000,000","$2,104,439","$2,104,439"
3450,02/26/2010,Un Prophète,"$13,000,000","$2,087,720","$19,910,624"
3451,12/03/2010,"I Love You, Phillip Morris","$13,000,000","$2,037,459","$23,014,027"
3452,07/23/2015,The Vatican Tapes,"$13,000,000","$1,784,763","$14,929,184"
3453,03/17/2006,Find Me Guilty,"$13,000,000","$1,173,673","$2,898,225"
3454,05/14/1993,Excessive Force,"$13,000,000","$1,152,117","$1,152,117"
3455,10/13/2006,Infamous,"$13,000,000","$1,151,330","$2,613,717"
3456,07/29/2011,Attack the Block,"$13,000,000","$1,024,175","$6,459,183"
3457,08/13/2015,Brothers,"$13,000,000","$656,688","$17,856,688"
3458,12/29/2000,The Claim,"$13,000,000","$622,023","$1,375,635"
3459,04/12/2018,The Happy Prince,"$13,000,000","$464,495","$2,394,619"
3460,12/23/2011,In The Land of Blood and Honey,"$13,000,000","$303,877","$509,193"
3461,06/18/2010,The Killer Inside Me,"$13,000,000","$217,277","$5,453,369"
3462,12/07/2018,Dumplin’,"$13,000,000",$0,"$399,198"
3463,10/30/2020,Rogue City,"$13,000,000",$0,"$8,573"
3464,03/30/2012,Womb,"$13,000,000",$0,$0
3465,03/14/2013,The Call,"$12,800,000","$51,872,378","$69,821,476"
3466,07/20/2016,Operation Chromite,"$12,700,000","$1,022,720","$49,196,532"
3467,09/12/2014,The Drop,"$12,600,000","$10,724,389","$19,054,534"
3468,07/12/2002,The Crocodile Hunter: Collision Course,"$12,500,000","$28,436,931","$33,436,931"
3469,09/03/2010,Machete,"$12,500,000","$26,593,646","$46,370,970"
3470,12/19/2002,Antwone Fisher,"$12,500,000","$21,078,145","$23,367,586"
3471,02/12/1982,La Guerre du feu,"$12,500,000","$20,959,585","$20,959,585"
3472,11/22/2002,The Emperor's Club,"$12,500,000","$14,060,950","$16,193,713"
3473,09/10/1993,True Romance,"$12,500,000","$12,281,000","$12,643,293"
3474,09/11/2009,Sorority Row,"$12,500,000","$11,965,282","$26,735,797"
3475,09/30/1992,Glengarry Glen Ross,"$12,500,000","$10,725,228","$10,725,650"
3476,11/07/2008,The Boy in the Striped Pyjamas,"$12,500,000","$9,046,156","$44,083,403"
3477,04/02/1982,Cat People,"$12,500,000","$7,000,000","$21,000,000"
3478,05/25/1979,The Prisoner of Zenda,"$12,500,000","$7,000,000","$7,000,000"
3479,10/15/2010,Conviction,"$12,500,000","$6,797,696","$11,826,980"
3480,10/12/2007,Lars and the Real Girl,"$12,500,000","$5,956,480","$11,277,119"
3481,05/21/2010,Solitary Man,"$12,500,000","$4,360,548","$4,360,548"
3482,09/22/2000,Dancer in the Dark,"$12,500,000","$4,157,491","$45,557,491"
3483,12/17/2010,Casino Jack,"$12,500,000","$2,039,869","$2,272,186"
3484,01/02/1998,Oscar and Lucinda,"$12,500,000","$1,612,957","$1,612,957"
3485,11/01/1996,The Funeral,"$12,500,000","$1,212,799","$1,412,799"
3486,09/03/2004,Tae Guik Gi: The Brotherhood of War,"$12,500,000","$1,110,186","$69,826,708"
3487,04/16/2010,The Perfect Game,"$12,500,000","$1,089,445","$3,931,367"
3488,10/05/2012,The Paperboy,"$12,500,000","$677,200","$4,027,663"
3489,12/12/2012,Ernest et Celestine,"$12,500,000","$292,562","$9,376,444"
3490,02/09/2012,A Little Bit of Heaven,"$12,500,000","$10,011","$1,100,287"
3491,11/01/2016,La Folle Histoire De Max Et Léon,"$12,500,000",$0,"$8,912,003"
3492,11/28/2014,Mortadelo y Filemón contra Jimmy el Cachondo,"$12,500,000",$0,"$3,350,943"
3493,11/18/1988,The Land Before Time,"$12,300,000","$48,092,846","$81,972,846"
3494,06/20/1975,Jaws,"$12,000,000","$260,000,000","$470,700,000"
3495,12/26/1973,The Exorcist,"$12,000,000","$230,347,346","$428,214,478"
3496,06/04/2014,The Fault in Our Stars,"$12,000,000","$124,872,350","$307,166,834"
3497,07/09/1999,American Pie,"$12,000,000","$101,800,948","$234,723,148"
3498,04/20/2012,Think Like a Man,"$12,000,000","$91,547,205","$113,373,764"
3499,04/16/2014,Heaven is for Real,"$12,000,000","$91,386,097","$100,916,299"
3500,12/12/1986,The Golden Child,"$12,000,000","$79,817,937","$79,817,937"
3501,06/04/1982,Star Trek II: The Wrath of Khan,"$12,000,000","$78,912,963","$95,800,000"
3502,09/13/2002,Barbershop,"$12,000,000","$75,781,642","$77,063,461"
3503,06/03/1983,WarGames,"$12,000,000","$74,433,837","$74,433,837"
3504,02/04/1994,Ace Ventura: Pet Detective,"$12,000,000","$72,217,396","$107,217,396"
3505,02/24/2012,Act of Valor,"$12,000,000","$70,012,847","$82,497,035"
3506,02/08/1985,Witness,"$12,000,000","$65,532,576","$65,532,576"
3507,08/11/2006,Step Up,"$12,000,000","$65,328,121","$110,989,157"
3508,02/02/2012,Chronicle,"$12,000,000","$64,575,175","$123,681,790"
3509,12/20/1996,Beavis and Butt-Head Do America,"$12,000,000","$63,118,386","$63,118,386"
3510,01/01/1970,Patton,"$12,000,000","$62,500,000","$62,500,000"
3511,03/02/2012,Project X,"$12,000,000","$54,731,865","$103,028,188"
3512,11/10/2017,"Three Billboards Outside Ebbing, Missouri","$12,000,000","$54,513,740","$161,456,746"
3513,11/25/2016,Lion,"$12,000,000","$51,739,495","$149,117,900"
3514,05/04/2018,Overboard,"$12,000,000","$50,316,123","$91,244,913"
3515,12/25/1997,Jackie Brown,"$12,000,000","$39,673,162","$74,727,492"
3516,11/18/1983,Yentl,"$12,000,000","$39,012,241","$39,012,241"
3517,04/25/2008,Harold & Kumar Escape from Guantanamo Bay,"$12,000,000","$38,108,728","$43,353,117"
3518,11/01/2013,Philomena,"$12,000,000","$37,709,979","$98,963,392"
3519,11/06/1981,Time Bandits,"$12,000,000","$37,400,000","$37,400,000"
3520,02/15/2002,Crossroads,"$12,000,000","$37,188,667","$57,000,000"
3521,07/09/2015,Paper Towns,"$12,000,000","$32,000,304","$85,450,484"
3522,10/10/2008,Quarantine,"$12,000,000","$31,691,811","$41,924,774"
3523,08/21/2002,One Hour Photo,"$12,000,000","$31,597,131","$52,223,306"
3524,02/01/2008,The Eye,"$12,000,000","$31,418,697","$57,577,765"
3525,04/07/2004,Johnson Family Vacation,"$12,000,000","$31,203,964","$31,286,759"
3526,12/21/2001,How High,"$12,000,000","$31,155,435","$31,222,395"
3527,10/07/1960,Spartacus,"$12,000,000","$30,000,000","$60,000,000"
3528,09/01/2006,Crank,"$12,000,000","$27,838,408","$43,924,923"
3529,12/11/1992,The Muppet Christmas Carol,"$12,000,000","$27,379,507","$27,972,958"
3530,08/12/2016,Hell or High Water,"$12,000,000","$27,007,844","$37,584,304"
3531,10/25/2002,Frida,"$12,000,000","$25,885,000","$56,131,239"
3532,07/05/2012,Katy Perry: Part of Me,"$12,000,000","$25,326,071","$32,700,439"
3533,12/12/2014,Top Five,"$12,000,000","$25,317,379","$26,001,741"
3534,09/11/1998,Rounders,"$12,000,000","$22,921,898","$22,921,898"
3535,10/13/1993,Rudy,"$12,000,000","$22,750,363","$22,750,363"
3536,04/28/1967,Casino Royale,"$12,000,000","$22,744,718","$41,744,718"
3537,06/15/1979,Prophecy,"$12,000,000","$22,673,340","$22,673,340"
3538,01/30/2015,Project Almanac,"$12,000,000","$22,348,241","$32,909,437"
3539,08/15/2019,47 Meters Down: Uncaged,"$12,000,000","$22,260,900","$37,989,240"
3540,10/23/2019,Black and Blue,"$12,000,000","$22,012,729","$22,730,144"
3541,05/14/2010,Just Wright,"$12,000,000","$21,540,363","$21,867,665"
3542,09/10/1999,Stir of Echoes,"$12,000,000","$21,133,087","$23,059,379"
3543,01/13/1995,Tales from the Crypt: Demon Knight,"$12,000,000","$21,089,146","$21,089,146"
3544,12/31/1978,The Boys from Brazil,"$12,000,000","$19,000,000","$19,000,000"
3545,03/11/2005,The Upside of Anger,"$12,000,000","$18,761,993","$28,915,761"
3546,03/03/2006,Aquamarine,"$12,000,000","$18,597,342","$22,978,953"
3547,11/15/2013,Nebraska,"$12,000,000","$17,654,912","$24,761,360"
3548,01/09/2004,My Baby's Daddy,"$12,000,000","$17,321,573","$17,322,212"
3549,10/05/2001,Max Keeble's Big Move,"$12,000,000","$17,292,381","$17,292,381"
3550,12/09/2011,Young Adult,"$12,000,000","$16,311,571","$22,750,356"
3551,01/23/2020,The Turning,"$12,000,000","$15,472,775","$18,460,739"
3552,09/04/2013,About Time,"$12,000,000","$15,323,921","$88,538,742"
3553,12/14/2018,If Beale Street Could Talk,"$12,000,000","$14,915,773","$21,398,371"
3554,07/14/2017,Wish Upon,"$12,000,000","$14,301,505","$23,477,345"
3555,08/06/1997,Def Jam's How To Be a Player,"$12,000,000","$14,010,363","$14,010,363"
3556,10/30/1998,Living Out Loud,"$12,000,000","$12,905,901","$12,905,901"
3557,10/03/2008,Rachel Getting Married,"$12,000,000","$12,796,861","$17,475,475"
3558,03/20/1981,The Postman Always Rings Twice,"$12,000,000","$12,200,000","$44,200,000"
3559,12/12/2003,Girl with a Pearl Earring,"$12,000,000","$11,634,362","$43,153,588"
3560,02/10/1982,Das Boot,"$12,000,000","$11,487,676","$84,970,337"
3561,02/26/2016,Unforgettable,"$12,000,000","$11,368,012","$16,221,211"
3562,12/03/2004,House of Flying Daggers,"$12,000,000","$11,050,094","$92,863,945"
3563,03/11/2020,I Still Believe,"$12,000,000","$10,410,004","$16,358,709"
3564,03/22/2002,Sorority Boys,"$12,000,000","$10,198,766","$12,516,222"
3565,10/13/2017,Marshall,"$12,000,000","$10,051,659","$10,116,816"
3566,12/05/2008,Cadillac Records,"$12,000,000","$8,195,551","$8,942,516"
3567,09/14/2012,Arbitrage,"$12,000,000","$7,919,574","$35,830,713"
3568,10/24/1960,The Alamo,"$12,000,000","$7,900,000","$7,900,000"
3569,05/12/2000,Screwed,"$12,000,000","$6,982,680","$6,982,680"
3570,10/20/2006,Running With Scissors,"$12,000,000","$6,860,000","$8,706,701"
3571,09/03/1993,Fortress,"$12,000,000","$6,730,578","$46,730,578"
3572,04/20/2012,For Greater Glory: The True Story of Cristiada,"$12,000,000","$5,669,081","$10,026,255"
3573,11/17/2006,For Your Consideration,"$12,000,000","$5,549,923","$5,549,923"
3574,11/20/1998,Celebrity,"$12,000,000","$5,078,660","$6,200,000"
3575,06/20/2003,From Justin to Kelly,"$12,000,000","$4,922,166","$4,922,166"
3576,06/06/1986,Invaders from Mars,"$12,000,000","$4,884,663","$4,984,663"
3577,03/22/1996,Girl 6,"$12,000,000","$4,880,941","$4,880,941"
3578,10/22/2003,In the Cut,"$12,000,000","$4,717,455","$23,693,646"
3579,02/22/2008,Charlie Bartlett,"$12,000,000","$3,950,294","$5,295,909"
3580,02/13/2009,Two Lovers,"$12,000,000","$3,149,034","$16,349,034"
3581,11/15/2013,La grande bellezza,"$12,000,000","$2,883,879","$29,545,082"
3582,02/15/2002,Last Orders,"$12,000,000","$2,326,407","$2,326,407"
3583,03/09/2007,Gwoemul,"$12,000,000","$2,201,923","$92,618,117"
3584,11/13/1981,The Pursuit of D.B. Cooper,"$12,000,000","$2,104,164","$2,104,164"
3585,03/19/1999,Ravenous,"$12,000,000","$2,062,406","$2,062,406"
3586,06/14/2002,The Dangerous Lives of Altar Boys,"$12,000,000","$1,779,284","$1,779,284"
3587,02/28/2013,Stoker,"$12,000,000","$1,703,125","$12,034,913"
3588,03/07/2008,Married Life,"$12,000,000","$1,506,998","$2,975,188"
3589,10/15/2004,2046,"$12,000,000","$1,442,338","$19,278,598"
3590,03/11/2011,Kill the Irishman,"$12,000,000","$1,188,194","$1,188,194"
3591,09/30/2005,Duma,"$12,000,000","$870,067","$994,790"
3592,04/20/2012,Darling Companion,"$12,000,000","$793,352","$1,200,346"
3593,06/04/2010,Ondine,"$12,000,000","$550,472","$557,545"
3594,07/20/2001,Brother,"$12,000,000","$450,594","$477,693"
3595,10/04/2002,Welcome to Collinwood,"$12,000,000","$378,650","$4,606,284"
3596,08/07/2015,Kahlil Gibran's The Prophet,"$12,000,000","$340,536","$1,080,362"
3597,04/18/2008,Life Before Her Eyes,"$12,000,000","$303,439","$7,203,439"
3598,10/31/1997,Critical Care,"$12,000,000","$220,175","$220,175"
3599,09/28/2007,Trade,"$12,000,000","$214,202","$1,513,388"
3600,01/06/2006,Fateless,"$12,000,000","$196,857","$196,857"
3601,09/03/2010,San qiang pai an jing qi,"$12,000,000","$190,946","$310,946"
3602,09/17/1999,Breakfast of Champions,"$12,000,000","$178,287","$178,287"
3603,03/09/2001,Company Man,"$12,000,000","$146,028","$622,273"
3604,11/07/2009,Nanjing! Nanjing!,"$12,000,000","$122,558","$20,122,558"
3605,06/29/2018,Woman Walks Ahead,"$12,000,000","$57,528","$627,538"
3606,02/21/2015,Trash,"$12,000,000","$17,484","$6,553,186"
3607,08/19/2011,5 Days of War,"$12,000,000","$17,479","$87,793"
3608,11/11/2015,10 Days in a Madhouse,"$12,000,000","$14,616","$14,616"
3609,04/07/2009,1612,"$12,000,000",$0,"$5,400,624"
3610,09/04/2015,San cheng ji,"$12,000,000",$0,"$1,950,194"
3611,04/19/2012,Tu Xia Chuan Qi,"$12,000,000",$0,"$1,828,400"
3612,02/10/2010,Triangle,"$12,000,000",$0,"$1,594,955"
3613,10/19/2013,Supesu Batorushippu Yamato,"$12,000,000",$0,$0
3614,10/03/2014,Drive Hard,"$12,000,000",$0,$0
3615,10/30/2015,Dancin' It's On,"$12,000,000",$0,$0
3616,06/05/2009,Home,"$12,000,000",$0,$0
3617,10/30/2015,The Dressmaker,"$11,900,000","$2,022,115","$25,041,658"
3618,12/10/1999,Diamonds,"$11,900,000","$81,897","$81,897"
3619,06/07/1997,Madadayo,"$11,900,000","$48,856","$49,451"
3620,05/30/2019,Gisaengchung,"$11,800,000","$53,369,745","$254,688,898"
3621,11/20/2015,Carol,"$11,800,000","$12,711,491","$42,666,442"
3622,04/21/1989,Pet Sematary,"$11,500,000","$57,469,179","$57,469,850"
3623,01/21/2016,Dirty Grandpa,"$11,500,000","$35,593,113","$105,078,449"
3624,11/27/2009,The Cry of the Owl,"$11,500,000",$0,$0
3625,10/09/2009,St. Trinian’s,"$11,400,000","$15,000","$29,830,239"
3626,05/25/1977,Star Wars Ep. IV: A New Hope,"$11,000,000","$460,998,007","$775,398,007"
3627,06/08/1984,Gremlins,"$11,000,000","$148,168,459","$148,951,992"
3628,12/22/1965,Doctor Zhivago,"$11,000,000","$111,897,830","$112,040,388"
3629,12/10/2010,The Fighter,"$11,000,000","$93,617,009","$129,262,388"
3630,10/24/2008,High School Musical 3: Senior Year,"$11,000,000","$90,559,416","$274,392,880"
3631,12/27/1991,Fried Green Tomatoes,"$11,000,000","$81,204,830","$81,204,830"
3632,09/22/2006,Jackass: Number Two,"$11,000,000","$72,778,712","$85,278,712"
3633,03/13/1992,My Cousin Vinny,"$11,000,000","$52,929,168","$52,929,168"
3634,08/22/2014,If I Stay,"$11,000,000","$50,474,843","$78,356,170"
3635,04/07/1989,Major League,"$11,000,000","$49,793,054","$49,793,054"
3636,04/04/2003,Phone Booth,"$11,000,000","$46,566,212","$97,837,138"
3637,01/25/2002,A Walk to Remember,"$11,000,000","$41,227,069","$46,060,861"
3638,12/29/1995,Dead Man Walking,"$11,000,000","$39,387,284","$83,088,295"
3639,03/05/1999,Cruel Intentions,"$11,000,000","$38,665,260","$76,238,901"
3640,11/04/2015,Brooklyn,"$11,000,000","$38,322,743","$62,076,141"
3641,10/17/2008,The Secret Life of Bees,"$11,000,000","$37,780,486","$39,994,347"
3642,06/16/2017,Wind River,"$11,000,000","$33,800,859","$44,998,252"
3643,04/01/2015,Woman in Gold,"$11,000,000","$33,307,793","$58,586,407"
3644,06/12/1981,History of the World: Part I,"$11,000,000","$31,672,000","$31,672,000"
3645,12/08/2017,"I, Tonya","$11,000,000","$30,014,534","$53,797,409"
3646,10/23/2009,Saw VI,"$11,000,000","$27,693,292","$69,752,402"
3647,10/12/2001,Corky Romano,"$11,000,000","$23,978,402","$25,116,103"
3648,02/14/2019,Fighting With My Family,"$11,000,000","$22,958,583","$41,503,089"
3649,08/07/1992,Raising Cain,"$11,000,000","$21,171,695","$21,171,695"
3650,04/13/1978,F.I.S.T,"$11,000,000","$20,388,920","$20,388,920"
3651,12/31/1975,Barry Lyndon,"$11,000,000","$20,000,000","$20,169,934"
3652,12/26/2012,Quartet,"$11,000,000","$18,388,357","$56,178,935"
3653,11/21/2001,Out Cold,"$11,000,000","$13,906,394","$14,786,394"
3654,10/13/2000,The Ladies Man,"$11,000,000","$13,592,872","$13,719,474"
3655,03/30/2001,Tomcats,"$11,000,000","$13,558,739","$13,558,739"
3656,11/06/2013,Inside Llewyn Davis,"$11,000,000","$13,248,209","$32,943,247"
3657,04/12/2002,Frailty,"$11,000,000","$13,110,448","$19,947,280"
3658,02/19/1993,Army of Darkness,"$11,000,000","$11,502,976","$21,502,976"
3659,11/12/2004,Kinsey,"$11,000,000","$10,214,647","$17,443,529"
3660,05/10/2013,Peeples,"$11,000,000","$9,177,065","$9,307,166"
3661,12/25/1993,What's Eating Gilbert Grape,"$11,000,000","$9,170,214","$9,170,214"
3662,11/02/2018,Boy Erased,"$11,000,000","$6,788,692","$11,862,650"
3663,07/01/2016,Sultan,"$11,000,000","$5,599,781","$72,989,781"
3664,02/01/2002,Slackers,"$11,000,000","$4,814,244","$5,942,218"
3665,09/26/2003,The Gospel of John,"$11,000,000","$4,068,087","$4,234,355"
3666,10/10/2004,Vera Drake,"$11,000,000","$3,753,806","$13,353,855"
3667,10/14/2011,La piel que habito,"$11,000,000","$3,185,193","$38,190,517"
3668,01/31/2003,The Guru,"$11,000,000","$3,051,221","$24,150,550"
3669,12/14/1995,Othello,"$11,000,000","$2,844,379","$2,844,379"
3670,05/12/1995,The Perez Family,"$11,000,000","$2,794,056","$2,794,056"
3671,12/31/1970,The Molly Maguires,"$11,000,000","$2,200,000","$2,200,000"
3672,12/31/1991,Return to the Blue Lagoon,"$11,000,000","$2,000,000","$2,000,000"
3673,07/01/2016,La Tortue Rouge,"$11,000,000","$920,057","$6,712,903"
3674,09/07/2007,Romance and Cigarettes,"$11,000,000","$551,002","$3,231,251"
3675,11/10/2006,Copying Beethoven,"$11,000,000","$355,968","$6,586,324"
3676,08/26/2011,Brighton Rock,"$11,000,000","$229,653","$229,653"
3677,11/16/2012,Le prénom,"$11,000,000","$61,611","$25,307,405"
3678,12/17/2014,La famille Bélier,"$11,000,000",$0,"$82,438,670"
3679,05/04/2012,LOL,"$11,000,000",$0,"$10,431,506"
3680,02/05/2016,Misconduct,"$11,000,000",$0,"$2,352,511"
3681,10/18/2019,Eli,"$11,000,000",$0,$0
3682,03/06/2020,The Banker,"$11,000,000",$0,$0
3683,10/24/2008,Saw V,"$10,800,000","$56,746,769","$118,209,778"
3684,03/30/2012,Les Intouchables,"$10,800,000","$13,182,281","$484,857,330"
3685,04/27/2007,Jindabyne,"$10,800,000","$399,879","$2,862,544"
3686,08/11/2006,Kabhi Alvida Naa Kehna,"$10,750,000","$3,275,443","$32,575,443"
3687,06/04/1982,Poltergeist,"$10,700,000","$74,706,019","$121,706,019"
3688,05/25/1979,Alien,"$10,700,000","$62,005,728","$184,701,598"
3689,06/18/1999,An Ideal Husband,"$10,700,000","$18,542,974","$31,341,183"
3690,12/25/2004,Darkness,"$10,600,000","$22,163,442","$34,409,206"
3691,12/06/2013,The Last Days on Mars,"$10,600,000","$24,084","$261,364"
3692,06/11/1982,E.T. the Extra-Terrestrial,"$10,500,000","$435,110,554","$792,962,972"
3693,04/02/1968,2001: A Space Odyssey,"$10,500,000","$59,936,321","$71,863,512"
3694,04/20/2007,In the Land of Women,"$10,500,000","$11,052,958","$14,140,402"
3695,09/02/1994,There Goes My Baby,"$10,500,000","$125,169","$125,169"
3696,02/20/2004,The Blue Butterfly,"$10,400,000","$1,610,194","$1,610,194"
3697,11/02/2001,Le Fabuleux destin d'Amélie Poulain,"$10,350,000","$33,201,661","$174,201,661"
3698,12/26/2018,PMC: deo beong-keo,"$10,300,000",$0,"$12,478,635"
3699,02/18/1983,Lovesick,"$10,100,000","$10,143,618","$10,143,618"
3700,04/30/2010,Housefull,"$10,100,000","$1,183,658","$18,726,300"
3701,08/24/2007,September Dawn,"$10,100,000","$1,066,555","$1,066,555"
3702,10/17/2018,Halloween,"$10,000,000","$159,347,015","$255,397,089"
3703,12/05/1997,Good Will Hunting,"$10,000,000","$138,433,435","$225,925,989"
3704,10/22/2004,The Grudge,"$10,000,000","$110,359,362","$187,281,115"
3705,08/25/2016,Don’t Breathe,"$10,000,000","$89,217,875","$158,973,685"
3706,06/26/1981,Stripes,"$10,000,000","$85,300,000","$85,300,000"
3707,10/27/2006,Saw III,"$10,000,000","$80,238,724","$163,876,815"
3708,07/01/2016,The Purge: Election Year,"$10,000,000","$79,042,440","$118,514,727"
3709,05/18/2018,Book Club,"$10,000,000","$68,566,296","$91,328,463"
3710,08/25/2000,Bring it On,"$10,000,000","$68,353,550","$90,453,550"
3711,01/03/2018,Insidious: The Last Key,"$10,000,000","$67,745,330","$172,811,971"
3712,01/29/1999,She's All That,"$10,000,000","$63,465,522","$63,465,522"
3713,10/26/2007,Saw IV,"$10,000,000","$63,300,095","$135,759,694"
3714,02/24/2006,Madea's Family Reunion,"$10,000,000","$63,257,940","$63,320,521"
3715,01/07/2005,White Noise,"$10,000,000","$56,094,360","$92,094,360"
3716,10/17/1986,The Color of Money,"$10,000,000","$52,293,000","$52,293,000"
3717,06/04/2015,Insidious Chapter 3,"$10,000,000","$52,218,558","$120,453,155"
3718,10/02/1992,The Mighty Ducks,"$10,000,000","$50,752,337","$50,752,337"
3719,11/03/2017,Lady Bird,"$10,000,000","$48,958,273","$78,944,998"
3720,11/06/2009,Precious (Based on the Novel Push by Sapphire),"$10,000,000","$47,566,524","$68,722,848"
3721,02/24/2012,The Best Exotic Marigold Hotel,"$10,000,000","$46,383,639","$134,639,780"
3722,06/01/2018,Hereditary,"$10,000,000","$44,069,456","$81,263,489"
3723,03/16/2018,"Love, Simon","$10,000,000","$40,826,341","$65,520,633"
3724,02/17/1989,Bill & Ted’s Excellent Adventure,"$10,000,000","$40,485,039","$40,510,111"
3725,10/04/1962,The Longest Day,"$10,000,000","$39,100,000","$50,100,000"
3726,02/16/1996,Happy Gilmore,"$10,000,000","$38,623,460","$41,004,412"
3727,10/27/2017,Jigsaw,"$10,000,000","$38,052,832","$104,223,315"
3728,08/31/2001,Jeepers Creepers,"$10,000,000","$37,904,175","$58,939,035"
3729,06/28/1985,St. Elmo’s Fire,"$10,000,000","$37,800,000","$37,800,000"
3730,12/11/1968,Oliver!,"$10,000,000","$37,402,877","$37,402,877"
3731,02/16/2001,Recess: School's Out,"$10,000,000","$36,696,761","$44,451,470"
3732,07/10/1985,Mad Max Beyond Thunderdome,"$10,000,000","$36,230,219","$36,230,219"
3733,11/03/1977,Pete’s Dragon,"$10,000,000","$36,000,000","$36,000,000"
3734,01/21/2016,The Boy,"$10,000,000","$35,819,556","$68,220,952"
3735,10/04/1985,Commando,"$10,000,000","$35,073,978","$35,078,864"
3736,05/19/2017,"Everything, Everything","$10,000,000","$34,121,140","$61,603,136"
3737,09/17/2010,Devil,"$10,000,000","$33,679,655","$63,354,114"
3738,11/22/2002,Friday After Next,"$10,000,000","$33,253,609","$33,526,835"
3739,02/26/2015,The Second Best Exotic Marigold Hotel,"$10,000,000","$33,078,266","$89,898,869"
3740,03/22/1985,The Last Dragon,"$10,000,000","$33,000,000","$33,000,447"
3741,04/28/2017,How to Be a Latin Lover,"$10,000,000","$32,149,404","$62,556,228"
3742,03/06/1992,The Lawnmower Man,"$10,000,000","$32,100,816","$32,100,816"
3743,10/03/2008,Nick and Norah's Infinite Playlist,"$10,000,000","$31,487,293","$33,886,017"
3744,10/09/2003,Calendar Girls,"$10,000,000","$31,011,616","$93,074,616"
3745,11/12/1999,Dogma,"$10,000,000","$30,651,422","$43,948,865"
3746,05/18/2018,Slender Man,"$10,000,000","$30,564,825","$51,945,949"
3747,09/20/2002,The Banger Sisters,"$10,000,000","$30,306,281","$38,067,218"
3748,12/08/2000,Snatch,"$10,000,000","$30,093,107","$83,593,107"
3749,05/19/1989,Road House,"$10,000,000","$30,050,028","$30,050,028"
3750,07/27/2018,Teen Titans Go! To The Movies,"$10,000,000","$29,790,236","$51,620,593"
3751,09/08/2016,When the Bough Breaks,"$10,000,000","$29,747,603","$30,768,449"
3752,06/24/1983,Twilight Zone: The Movie,"$10,000,000","$29,500,000","$29,500,000"
3753,11/23/1994,A Low Down Dirty Shame,"$10,000,000","$29,317,886","$29,317,886"
3754,08/30/2013,One Direction: This is Us,"$10,000,000","$28,873,374","$68,526,687"
3755,09/06/2002,Swimfan,"$10,000,000","$28,564,995","$34,084,228"
3756,10/06/2006,Employee of the Month,"$10,000,000","$28,444,855","$38,364,855"
3757,08/19/2015,Sinister 2,"$10,000,000","$27,740,955","$54,104,225"
3758,01/07/2016,The Forest,"$10,000,000","$26,594,261","$40,749,230"
3759,11/06/2009,The Fourth Kind,"$10,000,000","$26,218,170","$49,486,874"
3760,03/25/1983,The Outsiders,"$10,000,000","$25,697,647","$25,697,647"
3761,06/12/1998,Can't Hardly Wait,"$10,000,000","$25,358,996","$25,358,996"
3762,08/17/2012,Sparkle,"$10,000,000","$24,397,469","$24,660,323"
3763,10/14/2016,Kevin Hart: What Now?,"$10,000,000","$23,591,043","$23,591,043"
3764,04/26/2013,Mud,"$10,000,000","$21,590,086","$31,556,959"
3765,11/12/2010,Skyline,"$10,000,000","$21,416,355","$68,264,973"
3766,12/31/2019,The Grudge,"$10,000,000","$21,216,148","$49,503,265"
3767,12/01/2017,The Disaster Artist,"$10,000,000","$21,120,616","$28,717,667"
3768,09/15/2016,Blair Witch,"$10,000,000","$20,777,061","$38,985,577"
3769,10/21/1983,The Dead Zone,"$10,000,000","$20,766,000","$20,766,000"
3770,02/02/2001,Valentine,"$10,000,000","$20,384,136","$20,384,136"
3771,06/09/2006,A Prairie Home Companion,"$10,000,000","$20,342,852","$26,716,191"
3772,02/23/2007,Reno 911!: Miami,"$10,000,000","$20,342,161","$21,851,362"
3773,07/24/1998,Jane Austen's Mafia,"$10,000,000","$19,843,795","$30,143,795"
3774,10/21/2015,Paranormal Activity: The Ghost Dimension,"$10,000,000","$18,297,124","$77,959,374"
3775,02/25/1994,Sugar Hill,"$10,000,000","$18,272,447","$18,423,914"
3776,06/20/2008,Kit Kittredge: An American Girl,"$10,000,000","$17,657,973","$17,657,973"
3777,09/27/1985,Invasion U.S.A.,"$10,000,000","$17,536,256","$17,536,256"
