Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Domestic_Gross,USD_Worldwide_Gross
1967,06/09/1989,Star Trek V: The Final Frontier,"$30,000,000","$52,210,049","$70,200,000"
1968,07/27/2017,Atomic Blonde,"$30,000,000","$51,573,925","$98,345,423"
1969,07/03/2002,Like Mike,"$30,000,000","$51,432,423","$62,432,423"
1970,03/18/1994,Naked Gun 33 1/3: The Final Insult,"$30,000,000","$51,041,856","$51,041,856"
1971,12/07/2007,Atonement,"$30,000,000","$50,980,159","$129,779,728"
1972,05/24/1985,A View to a Kill,"$30,000,000","$50,327,960","$152,627,960"
1973,02/05/1993,Sommersby,"$30,000,000","$50,081,992","$140,081,992"
1974,01/07/2005,Racing Stripes,"$30,000,000","$49,772,522","$89,809,433"
1975,09/17/2015,Sicario,"$30,000,000","$46,889,293","$84,393,749"
1976,09/22/1989,Black Rain,"$30,000,000","$45,892,212","$133,892,212"
1977,06/26/1987,Full Metal Jacket,"$30,000,000","$45,015,999","$45,015,999"
1978,01/19/2018,Den of Thieves,"$30,000,000","$44,947,622","$80,147,166"
1979,04/13/2012,The Three Stooges,"$30,000,000","$44,338,224","$54,052,249"
1980,07/21/2000,Pokemon 2000,"$30,000,000","$43,746,923","$133,946,923"
1981,10/24/2014,John Wick,"$30,000,000","$43,037,835","$76,010,510"
1982,01/13/2006,Glory Road,"$30,000,000","$42,647,449","$42,799,060"
1983,04/16/2015,The Age of Adaline,"$30,000,000","$42,629,776","$68,984,536"
1984,08/06/2010,Step Up 3D,"$30,000,000","$42,400,223","$165,889,117"
1985,05/29/2009,Drag Me To Hell,"$30,000,000","$42,100,625","$91,388,487"
1986,04/13/2012,The Cabin in the Woods,"$30,000,000","$42,073,277","$70,689,968"
1987,09/19/2003,Secondhand Lions,"$30,000,000","$42,070,939","$47,902,566"
1988,11/10/2006,Stranger Than Fiction,"$30,000,000","$40,435,190","$53,572,822"
1989,04/08/2011,Hanna,"$30,000,000","$40,259,119","$65,343,694"
1990,08/16/2002,Blue Crush,"$30,000,000","$40,118,420","$51,618,420"
1991,10/19/2007,30 Days of Night,"$30,000,000","$39,568,996","$80,276,156"
1992,12/19/1986,Little Shop of Horrors,"$30,000,000","$38,747,385","$38,747,385"
1993,09/15/2006,Gridiron Gang,"$30,000,000","$38,432,823","$41,457,834"
1994,07/20/1988,Midnight Run,"$30,000,000","$38,413,606","$81,613,606"
1995,01/25/2008,Meet the Spartans,"$30,000,000","$38,233,676","$84,646,831"
1996,11/13/1987,The Running Man,"$30,000,000","$38,122,000","$38,122,000"
1997,09/13/2013,The Family,"$30,000,000","$36,918,811","$80,588,942"
1998,02/09/2018,The 15:17 to Paris,"$30,000,000","$36,276,286","$56,096,200"
1999,11/21/1997,Mortal Kombat: Annihilation,"$30,000,000","$35,927,406","$51,327,406"
2000,07/01/2011,Larry Crowne,"$30,000,000","$35,608,245","$61,449,135"
2001,10/18/2013,Carrie,"$30,000,000","$35,266,619","$82,409,520"
2002,11/07/2019,Last Christmas,"$30,000,000","$35,150,750","$123,432,533"
2003,04/07/2006,Take the Lead,"$30,000,000","$34,742,066","$65,390,493"
2004,03/02/2018,Death Wish,"$30,000,000","$34,017,028","$48,575,965"
2005,11/24/2010,Love and Other Drugs,"$30,000,000","$32,367,005","$102,716,321"
2006,06/03/2015,Entourage,"$30,000,000","$32,363,404","$46,438,538"
2007,06/01/2001,What's the Worst That Could Happen?,"$30,000,000","$32,267,774","$38,462,071"
2008,02/08/2013,Side Effects,"$30,000,000","$32,172,757","$66,742,138"
2009,09/09/2009,9,"$30,000,000","$31,749,894","$48,559,999"
2010,07/02/2014,Deliver Us from Evil,"$30,000,000","$30,577,122","$87,956,618"
2011,08/01/2014,Get on Up,"$30,000,000","$30,569,935","$33,339,868"
2012,12/22/2017,Molly’s Game,"$30,000,000","$28,780,744","$53,296,424"
2013,04/27/2012,The Five-Year Engagement,"$30,000,000","$28,700,285","$61,623,819"
2014,04/02/2004,The Prince & Me,"$30,000,000","$28,165,882","$30,089,110"
2015,04/15/2011,Winnie the Pooh,"$30,000,000","$26,692,846","$50,145,607"
2016,05/15/1998,Bulworth,"$30,000,000","$26,528,684","$29,203,383"
2017,06/13/2003,Dumb and Dumberer: When Harry Met Lloyd,"$30,000,000","$26,214,846","$28,986,358"
2018,09/14/2018,White Boy Rick,"$30,000,000","$24,004,833","$25,947,983"
2019,08/04/1995,Virtuosity,"$30,000,000","$23,998,226","$23,998,226"
2020,09/18/1998,One True Thing,"$30,000,000","$23,337,196","$26,708,196"
2021,02/04/2011,Sanctum,"$30,000,000","$23,209,310","$108,957,098"
2022,07/21/2006,My Super Ex-Girlfriend,"$30,000,000","$22,530,295","$60,772,856"
2023,12/16/2016,Ballerina,"$30,000,000","$21,858,070","$96,890,794"
2024,09/17/2004,Mr. 3000,"$30,000,000","$21,800,302","$21,827,296"
2025,06/14/2019,Shaft,"$30,000,000","$21,360,215","$21,360,215"
2026,11/19/2010,The Next Three Days,"$30,000,000","$21,148,651","$67,255,916"
2027,01/10/2018,Proud Mary,"$30,000,000","$20,868,638","$21,709,539"
2028,01/11/2017,Sleepless,"$30,000,000","$20,783,704","$33,296,659"
2029,08/06/2004,Little Black Book,"$30,000,000","$20,422,207","$21,758,371"
2030,01/19/2005,Assault On Precinct 13,"$30,000,000","$20,040,895","$36,040,895"
2031,09/26/2013,Runner Runner,"$30,000,000","$19,316,646","$60,512,680"
2032,02/06/1998,The Replacement Killers,"$30,000,000","$19,035,741","$19,035,741"
2033,04/28/2017,Baahubali 2: The Conclusion,"$30,000,000","$18,985,794","$263,502,914"
2034,03/03/2006,Ultraviolet,"$30,000,000","$18,522,064","$30,962,112"
2035,10/21/2005,North Country,"$30,000,000","$18,324,242","$23,676,771"
2036,08/19/2011,Fright Night,"$30,000,000","$18,298,649","$40,520,649"
2037,09/15/2017,mother!,"$30,000,000","$17,800,004","$42,531,076"
2038,10/09/2015,Steve Jobs,"$30,000,000","$17,766,658","$35,579,007"
2039,07/17/2002,Eight Legged Freaks,"$30,000,000","$17,266,505","$36,722,311"
2040,07/19/1996,Fled,"$30,000,000","$17,192,205","$19,892,205"
2041,06/04/2010,Splice,"$30,000,000","$17,010,170","$28,542,494"
2042,04/18/2008,88 Minutes,"$30,000,000","$16,930,884","$32,955,399"
2043,04/09/2004,The Whole Ten Yards,"$30,000,000","$16,323,969","$26,323,969"
2044,08/01/1986,Howard the Duck,"$30,000,000","$16,295,774","$16,295,774"
2045,10/24/2008,Pride and Glory,"$30,000,000","$15,740,721","$32,262,866"
2046,08/26/2005,The Cave,"$30,000,000","$15,007,991","$27,147,991"
2047,04/30/2004,Godsend,"$30,000,000","$14,334,645","$16,873,925"
2048,06/20/2003,Alex & Emma,"$30,000,000","$14,208,384","$15,358,583"
2049,09/03/2004,Wicker Park,"$30,000,000","$13,001,257","$21,577,076"
2050,12/25/2005,The New World,"$30,000,000","$12,712,093","$26,184,400"
2051,06/29/2007,Evening,"$30,000,000","$12,406,646","$12,885,574"
2052,01/17/2013,The Last Stand,"$30,000,000","$12,050,299","$48,330,757"
2053,01/15/1999,In Dreams,"$30,000,000","$12,017,369","$12,017,369"
2054,03/12/1999,Wing Commander,"$30,000,000","$11,578,022","$11,578,022"
2055,05/20/2016,Café Society,"$30,000,000","$11,103,205","$44,348,292"
2056,01/12/2001,Antitrust,"$30,000,000","$10,965,209","$17,865,209"
2057,03/07/2013,Dead Man Down,"$30,000,000","$10,895,295","$19,599,974"
2058,04/29/2011,Hoodwinked Too: Hood vs. Evil,"$30,000,000","$10,143,779","$23,353,111"
2059,04/10/2009,Dragonball Evolution,"$30,000,000","$9,362,785","$56,511,457"
2060,09/24/2004,First Daughter,"$30,000,000","$9,055,010","$10,419,084"
2061,03/15/2017,The Lost City of Z,"$30,000,000","$8,574,339","$17,121,823"
2062,09/09/2005,An Unfinished Life,"$30,000,000","$8,535,575","$18,535,575"
2063,01/04/2017,The Space Between Us,"$30,000,000","$7,885,294","$16,481,405"
2064,06/19/2019,Anna,"$30,000,000","$7,743,794","$32,825,218"
2065,12/25/2009,The Imaginarium of Doctor Parnassus,"$30,000,000","$7,689,607","$64,352,607"
2066,01/14/2011,Barney's Version,"$30,000,000","$7,502,560","$8,845,575"
2067,09/20/2002,Trapped,"$30,000,000","$6,916,869","$7,005,468"
2068,07/17/2019,The Current War: Director’s Cut,"$30,000,000","$5,978,673","$12,868,552"
2069,08/29/2018,Kin,"$30,000,000","$5,718,096","$10,383,524"
2070,06/01/1984,Once Upon a Time in America,"$30,000,000","$5,321,508","$5,575,648"
2071,09/13/2018,Johnny English Strikes Again,"$30,000,000","$4,412,170","$159,378,778"
2072,09/22/2017,Stronger,"$30,000,000","$4,211,129","$8,786,287"
2073,01/22/1999,Gloria,"$30,000,000","$4,167,493","$4,967,493"
2074,10/25/2018,Replicas,"$30,000,000","$4,046,429","$9,037,427"
2075,09/21/2007,The Assassination of Jesse James by the Coward …,"$30,000,000","$3,909,149","$15,313,631"
2076,12/29/2004,The Merchant of Venice,"$30,000,000","$3,765,585","$18,765,585"
2077,04/02/2003,The Good Thief,"$30,000,000","$3,517,797","$6,460,758"
2078,08/17/2005,Supercross,"$30,000,000","$3,102,550","$3,252,550"
2079,12/29/2006,Miss Potter,"$30,000,000","$3,005,605","$35,891,257"
2080,08/07/2020,The Tax Collector,"$30,000,000","$1,044,212","$1,309,971"
2081,05/05/2006,Wu ji,"$30,000,000","$669,625","$35,869,934"
2082,09/23/2011,Machine Gun Preacher,"$30,000,000","$538,690","$3,721,988"
2083,05/26/2017,Bilal: A New Breed of Hero,"$30,000,000","$490,973","$648,599"
2084,06/15/2007,DOA: Dead or Alive,"$30,000,000","$480,314","$7,755,686"
2085,02/19/2010,Le Petit Nicolas,"$30,000,000","$201,857","$52,339,566"
2086,10/07/2011,Xinhai geming,"$30,000,000","$135,739","$8,593,154"
2087,02/21/2008,Genghis Khan: To the Ends of the Earth and Sea,"$30,000,000","$3,892","$4,874,498"
2088,01/16/2015,Wild Card,"$30,000,000","$3,200","$4,315,789"
2089,07/03/2014,United Passions,"$30,000,000",$918,"$168,832"
2090,12/31/2010,Konferenz der Tiere,"$30,000,000",$0,"$53,048,539"
2091,05/15/2014,Grace of Monaco,"$30,000,000",$0,"$25,199,891"
2092,06/16/2017,Overdrive,"$30,000,000",$0,"$11,247,280"
2093,11/13/2015,Savva. Serdtse voyna,"$30,000,000",$0,"$5,015,080"
2094,12/14/2007,Goodbye Bafana,"$30,000,000",$0,"$2,717,302"
2095,04/17/2003,Ripley's Game,"$30,000,000",$0,"$1,692,644"
2096,11/28/2013,Space Pirate Captain Harlock,"$30,000,000",$0,"$310,985"
2097,08/26/2016,Collide,"$29,200,000","$2,280,004","$5,466,698"
2098,05/07/2015,Pitch Perfect 2,"$29,000,000","$184,296,230","$287,215,196"
2099,11/18/2005,Walk the Line,"$29,000,000","$119,519,402","$187,707,495"
2100,09/26/2018,Night School,"$29,000,000","$77,339,130","$103,113,446"
2101,04/07/2016,The Boss,"$29,000,000","$63,077,560","$78,652,207"
2102,12/27/1995,12 Monkeys,"$29,000,000","$57,141,459","$168,841,459"
2103,09/12/2003,Once Upon a Time in Mexico,"$29,000,000","$56,330,657","$97,413,527"
2104,12/19/1990,Awakenings,"$29,000,000","$51,636,504","$51,636,504"
2105,04/14/2000,Keeping the Faith,"$29,000,000","$37,036,404","$45,336,404"
2106,08/18/2017,Logan Lucky,"$29,000,000","$27,778,642","$49,046,121"
2107,04/29/2016,Florence Foster Jenkins,"$29,000,000","$27,383,770","$56,000,339"
2108,02/13/1998,The Borrowers,"$29,000,000","$22,619,589","$54,045,832"
2109,01/10/2020,Like a Boss,"$29,000,000","$22,169,514","$26,567,902"
2110,12/05/2008,Frost/Nixon,"$29,000,000","$18,622,031","$28,452,945"
2111,11/12/2004,Seed of Chucky,"$29,000,000","$17,016,190","$24,716,190"
2112,08/23/2002,Serving Sara,"$29,000,000","$16,930,185","$20,146,150"
2113,12/31/2002,Confessions of a Dangerous Mind,"$29,000,000","$16,007,718","$33,013,805"
2114,08/26/2009,Taking Woodstock,"$29,000,000","$7,460,204","$10,066,366"
2115,11/06/1987,Cry Freedom,"$29,000,000","$5,899,797","$25,899,797"
2116,09/24/1999,Mumford,"$28,700,000","$4,559,569","$4,559,569"
2117,03/04/2005,The Jacket,"$28,500,000","$6,301,131","$15,452,978"
2118,11/11/1992,Aladdin,"$28,000,000","$217,350,219","$504,050,219"
2119,05/23/1984,Indiana Jones and the Temple of Doom,"$28,000,000","$179,880,271","$333,080,271"
2120,08/14/2015,Straight Outta Compton,"$28,000,000","$161,197,785","$202,182,981"
2121,07/20/2017,Girls Trip,"$28,000,000","$115,108,515","$140,886,353"
2122,11/20/1998,The Rugrats Movie,"$28,000,000","$100,494,685","$140,894,685"
2123,07/15/1988,Die Hard,"$28,000,000","$81,675,242","$139,434,346"
2124,12/18/1985,Out of Africa,"$28,000,000","$79,096,868","$258,210,860"
2125,04/06/2001,Along Came a Spider,"$28,000,000","$74,058,698","$105,159,085"
2126,11/01/2017,A Bad Moms Christmas,"$28,000,000","$72,110,659","$127,710,550"
2127,02/13/2013,Safe Haven,"$28,000,000","$71,399,120","$94,050,951"
2128,12/11/2015,The Big Short,"$28,000,000","$70,259,870","$133,162,752"
2129,08/08/2019,Scary Stories to Tell in the Dark,"$28,000,000","$68,947,075","$95,607,360"
2130,11/07/2008,Role Models,"$28,000,000","$67,300,955","$94,500,826"
2131,10/10/2014,"Alexander and the Terrible, Horrible, No Good, …","$28,000,000","$66,954,149","$101,379,287"
2132,02/06/2004,Miracle,"$28,000,000","$64,378,093","$64,474,705"
2133,01/28/2013,Last Vegas,"$28,000,000","$63,914,167","$112,914,167"
2134,01/26/2001,The Wedding Planner,"$28,000,000","$60,400,856","$94,728,529"
2135,03/19/2004,Dawn of the Dead,"$28,000,000","$58,990,765","$103,452,875"
2136,06/26/1981,For Your Eyes Only,"$28,000,000","$54,800,000","$195,300,000"
2137,06/15/2018,Tag,"$28,000,000","$54,730,625","$77,024,944"
2138,12/14/2001,The Royal Tenenbaums,"$28,000,000","$52,353,636","$71,430,876"
2139,04/25/2003,Identity,"$28,000,000","$52,131,264","$82,119,036"
2140,10/05/2001,Serendipity,"$28,000,000","$50,255,310","$77,477,297"
2141,04/16/2010,Kick-Ass,"$28,000,000","$48,071,303","$97,531,134"
2142,09/28/2001,Zoolander,"$28,000,000","$45,172,250","$60,780,981"
2143,09/16/1994,Timecop,"$28,000,000","$44,853,581","$102,053,581"
2144,07/16/1993,Hocus Pocus,"$28,000,000","$44,101,060","$44,700,159"
2145,07/27/2007,No Reservations,"$28,000,000","$43,107,979","$91,943,956"
2146,11/11/2005,Pride & Prejudice,"$28,000,000","$38,372,662","$126,549,607"
2147,08/12/2011,30 Minutes or Less,"$28,000,000","$37,053,924","$41,146,935"
2148,12/22/2000,Dracula 2000,"$28,000,000","$33,000,377","$33,000,377"
2149,06/25/1982,Blade Runner,"$28,000,000","$32,656,328","$39,536,029"
2150,04/07/1995,Rob Roy,"$28,000,000","$31,390,587","$31,390,587"
2151,02/21/2014,3 Days to Kill,"$28,000,000","$30,697,999","$38,959,900"
2152,08/16/2013,Kick-Ass 2,"$28,000,000","$28,795,985","$63,129,909"
2153,10/12/2007,We Own the Night,"$28,000,000","$28,563,179","$55,307,857"
2154,09/19/2014,A Walk Among the Tombstones,"$28,000,000","$26,017,685","$62,108,587"
2155,01/15/2010,The Spy Next Door,"$28,000,000","$24,307,106","$46,752,858"
2156,04/23/2014,Brick Mansions,"$28,000,000","$20,396,829","$73,421,224"
2157,05/12/2006,Just My Luck,"$28,000,000","$17,326,650","$38,159,905"
2158,10/13/2000,Lost Souls,"$28,000,000","$16,779,636","$31,320,293"
2159,08/19/2015,American Ultra,"$28,000,000","$14,439,985","$30,295,028"
2160,04/18/2003,Winged Migration,"$28,000,000","$11,689,053","$39,134,983"
2161,02/04/2016,Pride and Prejudice and Zombies,"$28,000,000","$10,907,291","$16,638,300"
2162,10/01/1999,"Mystery, Alaska","$28,000,000","$8,891,623","$8,891,623"
2163,08/24/2001,John Carpenter’s Ghosts of Mars,"$28,000,000","$8,434,601","$8,434,601"
2164,07/11/1997,A Simple Wish,"$28,000,000","$8,165,213","$8,165,213"
2165,10/30/2015,Our Brand is Crisis,"$28,000,000","$7,002,261","$8,594,558"
2166,12/25/1997,Kundun,"$28,000,000","$5,686,694","$5,686,694"
2167,10/03/2008,How to Lose Friends & Alienate People,"$28,000,000","$2,775,593","$12,031,443"
2168,12/31/2007,Alatriste,"$28,000,000",$0,"$22,860,477"
2169,06/01/2007,Knocked Up,"$27,500,000","$148,761,765","$219,265,952"
2170,06/10/1983,Octopussy,"$27,500,000","$67,900,000","$187,500,000"
2171,06/26/2009,My Sister’s Keeper,"$27,500,000","$49,200,230","$96,673,002"
2172,02/08/2008,Welcome Home Roscoe Jenkins,"$27,500,000","$42,436,517","$43,607,627"
2173,01/13/2012,Joyful Noise,"$27,500,000","$30,932,113","$31,157,914"
2174,12/14/1984,A Passage to India,"$27,500,000","$27,187,653","$27,187,896"
2175,12/25/2006,Notes on a Scandal,"$27,500,000","$17,510,118","$50,578,411"
2176,10/19/2007,Rendition,"$27,500,000","$9,736,045","$26,939,925"
2177,10/28/2011,Anonymous,"$27,500,000","$4,463,292","$15,815,509"
2178,03/18/2011,Limitless,"$27,000,000","$79,249,455","$155,564,919"
2179,12/06/1991,Star Trek VI: The Undiscovered Country,"$27,000,000","$74,888,996","$96,900,000"
2180,06/26/2019,Annabelle Comes Home,"$27,000,000","$74,152,591","$228,517,113"
2181,06/07/2002,The Divine Secrets of the Ya-Ya Sisterhood,"$27,000,000","$69,586,544","$73,826,768"
2182,10/03/1997,Kiss the Girls,"$27,000,000","$60,527,873","$60,527,873"
2183,06/20/1980,The Blues Brothers,"$27,000,000","$57,229,890","$57,245,093"
2184,12/25/1994,The Jungle Book,"$27,000,000","$44,342,956","$44,342,956"
2185,08/06/2008,The Sisterhood of the Traveling Pants 2,"$27,000,000","$44,089,964","$44,270,131"
2186,05/12/2016,Money Monster,"$27,000,000","$41,012,075","$93,466,095"
2187,05/17/2002,About a Boy,"$27,000,000","$40,803,000","$130,759,651"
2188,08/19/2011,Spy Kids: All the Time in the World,"$27,000,000","$38,536,376","$80,681,183"
2189,07/16/1999,Lake Placid,"$27,000,000","$31,770,413","$31,770,413"
2190,04/07/2006,Lucky Number Slevin,"$27,000,000","$22,495,466","$55,495,466"
2191,10/21/1983,The Right Stuff,"$27,000,000","$21,500,000","$21,500,213"
2192,07/20/1984,Die Unendliche Geschichte,"$27,000,000","$21,300,000","$21,427,947"
2193,02/27/1998,Dark City,"$27,000,000","$14,435,076","$27,257,061"
2194,09/19/2008,The Duchess,"$27,000,000","$13,848,978","$45,160,110"
2195,10/01/2010,Case 39,"$27,000,000","$13,261,851","$28,773,827"
2196,06/10/2005,The Honeymooners,"$27,000,000","$12,834,849","$13,174,426"
2197,06/21/1985,Return to Oz,"$27,000,000","$10,618,813","$10,618,813"
2198,03/27/1998,The Newton Boys,"$27,000,000","$10,341,093","$10,341,093"
2199,08/27/2004,Suspect Zero,"$27,000,000","$8,712,564","$8,723,600"
2200,11/02/2007,Martian Child,"$27,000,000","$7,500,310","$9,352,089"
2201,10/18/2002,Formula 51,"$27,000,000","$5,204,007","$5,204,007"
2202,11/24/1999,Flawless,"$27,000,000","$4,485,485","$4,485,485"
2203,05/13/2005,Mindhunters,"$27,000,000","$4,476,235","$16,566,235"
2204,10/17/2008,What Just Happened,"$27,000,000","$1,090,947","$2,412,123"
2205,12/12/2003,The Statement,"$27,000,000","$765,637","$1,545,064"
2206,10/04/2019,Lucy in the Sky,"$27,000,000","$319,976","$325,943"
2207,12/31/2006,The Magic Flute,"$27,000,000",$0,$0
2208,11/23/2016,Rules Don’t Apply,"$26,700,000","$3,652,206","$3,871,448"
2209,01/16/2009,Paul Blart: Mall Cop,"$26,000,000","$146,336,178","$185,904,750"
2210,08/06/2003,Freaky Friday,"$26,000,000","$110,222,438","$160,822,438"
2211,08/19/2005,The 40 Year-old Virgin,"$26,000,000","$109,449,237","$176,276,839"
2212,12/11/1998,Shakespeare in Love,"$26,000,000","$100,317,794","$279,500,000"
2213,12/21/1990,Kindergarten Cop,"$26,000,000","$91,457,688","$202,000,000"
2214,08/06/2008,Pineapple Express,"$26,000,000","$87,341,380","$102,404,019"
2215,12/22/1993,Philadelphia,"$26,000,000","$77,324,422","$201,324,422"
2216,07/31/1998,Ever After: A Cinderella Story,"$26,000,000","$65,705,772","$65,705,772"
2217,08/10/1990,Flatliners,"$26,000,000","$61,308,153","$61,308,153"
2218,08/15/2003,Open Range,"$26,000,000","$58,331,254","$68,613,992"
2219,08/19/2005,Red Eye,"$26,000,000","$57,891,803","$96,666,486"
2220,12/09/2011,New Year’s Eve,"$26,000,000","$54,544,638","$146,850,273"
2221,06/15/1977,A Bridge Too Far,"$26,000,000","$50,800,000","$50,800,000"
2222,04/24/2013,Pain & Gain,"$26,000,000","$49,875,291","$81,275,291"
2223,01/31/2003,Final Destination 2,"$26,000,000","$46,896,664","$90,396,664"
2224,12/22/2000,"O Brother, Where Art Thou?","$26,000,000","$45,506,619","$75,763,814"
2225,12/29/2004,In Good Company,"$26,000,000","$45,489,752","$63,463,195"
2226,01/22/2010,Legion,"$26,000,000","$40,168,080","$67,647,574"
2227,08/29/2012,Lawless,"$26,000,000","$37,397,291","$54,393,687"
2228,03/29/2002,Clockstoppers,"$26,000,000","$36,985,501","$38,788,828"
2229,07/10/1985,Silverado,"$26,000,000","$33,200,000","$33,200,000"
2230,12/04/2009,Brothers,"$26,000,000","$28,544,157","$45,043,870"
2231,10/17/2014,The Best of Me,"$26,000,000","$26,766,213","$41,059,418"
2232,03/12/2004,Agent Cody Banks 2: Destination London,"$26,000,000","$23,514,247","$28,703,083"
2233,11/23/2016,Bad Santa 2,"$26,000,000","$17,782,176","$23,345,113"
2234,08/03/2001,Original Sin,"$26,000,000","$16,521,410","$16,521,410"
2235,04/12/2012,The Raven,"$26,000,000","$16,008,272","$30,601,801"
2236,02/20/2004,Welcome to Mooseport,"$26,000,000","$14,469,428","$14,494,770"
2237,01/27/1995,Highlander: The Final Dimension,"$26,000,000","$13,738,574","$13,738,574"
2238,06/08/2015,Self/Less,"$26,000,000","$12,279,691","$33,667,319"
