m,TagName,
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2258"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3195"
"2012-11-01 00:00:00","c#","12230"
"2012-11-01 00:00:00","c++","6270"
"2012-11-01 00:00:00","delphi","443"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","java","13609"
"2012-11-01 00:00:00","javascript","12346"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11780"
"2012-11-01 00:00:00","python","6389"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2131"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c","2563"
"2012-12-01 00:00:00","c#","10951"
"2012-12-01 00:00:00","c++","5682"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12418"
"2012-12-01 00:00:00","javascript","11746"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","11060"
"2012-12-01 00:00:00","python","5754"
"2012-12-01 00:00:00","r","1214"
"2012-12-01 00:00:00","ruby","1904"
"2012-12-01 00:00:00","swift","3"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","c","2905"
"2013-01-01 00:00:00","c#","12753"
"2013-01-01 00:00:00","c++","6039"
"2013-01-01 00:00:00","delphi","481"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13710"
"2013-01-01 00:00:00","javascript","13790"
"2013-01-01 00:00:00","perl","661"
"2013-01-01 00:00:00","php","12869"
"2013-01-01 00:00:00","python","6563"
"2013-01-01 00:00:00","r","1508"
"2013-01-01 00:00:00","ruby","2307"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","323"
"2013-02-01 00:00:00","c","3091"
"2013-02-01 00:00:00","c#","12485"
"2013-02-01 00:00:00","c++","6066"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13691"
"2013-02-01 00:00:00","javascript","13619"
"2013-02-01 00:00:00","perl","747"
"2013-02-01 00:00:00","php","12555"
"2013-02-01 00:00:00","python","6723"
"2013-02-01 00:00:00","r","1657"
"2013-02-01 00:00:00","ruby","2219"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3441"
"2013-03-01 00:00:00","c#","14231"
"2013-03-01 00:00:00","c++","7184"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15906"
"2013-03-01 00:00:00","javascript","15290"
"2013-03-01 00:00:00","perl","851"
"2013-03-01 00:00:00","php","14125"
"2013-03-01 00:00:00","python","7617"
"2013-03-01 00:00:00","r","1848"
"2013-03-01 00:00:00","ruby","2559"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","330"
"2013-04-01 00:00:00","c","3524"
"2013-04-01 00:00:00","c#","13880"
"2013-04-01 00:00:00","c++","7121"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16224"
"2013-04-01 00:00:00","javascript","15318"
"2013-04-01 00:00:00","perl","838"
"2013-04-01 00:00:00","php","13426"
"2013-04-01 00:00:00","python","7930"
"2013-04-01 00:00:00","r","1836"
"2013-04-01 00:00:00","ruby","2459"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","302"
"2013-05-01 00:00:00","c","3195"
"2013-05-01 00:00:00","c#","13457"
"2013-05-01 00:00:00","c++","6828"
"2013-05-01 00:00:00","delphi","535"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15265"
"2013-05-01 00:00:00","javascript","15041"
"2013-05-01 00:00:00","perl","904"
"2013-05-01 00:00:00","php","13101"
"2013-05-01 00:00:00","python","7802"
"2013-05-01 00:00:00","r","1781"
"2013-05-01 00:00:00","ruby","2339"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","296"
"2013-06-01 00:00:00","c","2938"
"2013-06-01 00:00:00","c#","12781"
"2013-06-01 00:00:00","c++","6186"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","java","13929"
"2013-06-01 00:00:00","javascript","14603"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","php","12729"
"2013-06-01 00:00:00","python","7596"
"2013-06-01 00:00:00","r","1776"
"2013-06-01 00:00:00","ruby","2224"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","298"
"2013-07-01 00:00:00","c","3015"
"2013-07-01 00:00:00","c#","14176"
"2013-07-01 00:00:00","c++","6576"
"2013-07-01 00:00:00","delphi","507"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15195"
"2013-07-01 00:00:00","javascript","16816"
"2013-07-01 00:00:00","perl","955"
"2013-07-01 00:00:00","php","14339"
"2013-07-01 00:00:00","python","8610"
"2013-07-01 00:00:00","r","1970"
"2013-07-01 00:00:00","ruby","2441"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","212"
"2013-08-01 00:00:00","c","3009"
"2013-08-01 00:00:00","c#","13851"
"2013-08-01 00:00:00","c++","6249"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","15070"
"2013-08-01 00:00:00","javascript","16841"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","php","14342"
"2013-08-01 00:00:00","python","7937"
"2013-08-01 00:00:00","r","1919"
"2013-08-01 00:00:00","ruby","2481"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3396"
"2013-09-01 00:00:00","c#","13758"
"2013-09-01 00:00:00","c++","6554"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16279"
"2013-09-01 00:00:00","javascript","17717"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","php","14290"
"2013-09-01 00:00:00","python","7965"
"2013-09-01 00:00:00","r","1712"
"2013-09-01 00:00:00","ruby","2392"
"2013-09-01 00:00:00","swift","10"
"2013-10-01 00:00:00","assembly","380"
"2013-10-01 00:00:00","c","4240"
"2013-10-01 00:00:00","c#","15205"
"2013-10-01 00:00:00","c++","7976"
"2013-10-01 00:00:00","delphi","520"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18730"
"2013-10-01 00:00:00","javascript","19744"
"2013-10-01 00:00:00","perl","815"
"2013-10-01 00:00:00","php","15356"
"2013-10-01 00:00:00","python","9486"
"2013-10-01 00:00:00","r","2089"
"2013-10-01 00:00:00","ruby","2788"
"2013-10-01 00:00:00","swift","9"
"2013-11-01 00:00:00","assembly","419"
"2013-11-01 00:00:00","c","4289"
"2013-11-01 00:00:00","c#","14591"
"2013-11-01 00:00:00","c++","8132"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18774"
"2013-11-01 00:00:00","javascript","18505"
"2013-11-01 00:00:00","perl","821"
"2013-11-01 00:00:00","php","14930"
"2013-11-01 00:00:00","python","9493"
"2013-11-01 00:00:00","r","2189"
"2013-11-01 00:00:00","ruby","2576"
"2013-11-01 00:00:00","swift","6"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c","3501"
"2013-12-01 00:00:00","c#","13635"
"2013-12-01 00:00:00","c++","7014"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17458"
"2013-12-01 00:00:00","javascript","18032"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14476"
"2013-12-01 00:00:00","python","8460"
"2013-12-01 00:00:00","r","1907"
"2013-12-01 00:00:00","ruby","2447"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","339"
"2014-01-01 00:00:00","c","3734"
"2014-01-01 00:00:00","c#","15337"
"2014-01-01 00:00:00","c++","7694"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","302"
"2014-01-01 00:00:00","java","18688"
"2014-01-01 00:00:00","javascript","21126"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","php","16842"
"2014-01-01 00:00:00","python","9841"
"2014-01-01 00:00:00","r","2350"
"2014-01-01 00:00:00","ruby","2765"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","assembly","375"
"2014-02-01 00:00:00","c","3974"
"2014-02-01 00:00:00","c#","15120"
"2014-02-01 00:00:00","c++","7676"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","java","19260"
"2014-02-01 00:00:00","javascript","21169"
"2014-02-01 00:00:00","perl","795"
"2014-02-01 00:00:00","php","16582"
"2014-02-01 00:00:00","python","9896"
"2014-02-01 00:00:00","r","2619"
"2014-02-01 00:00:00","ruby","2607"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","452"
"2014-03-01 00:00:00","c","4562"
"2014-03-01 00:00:00","c#","16168"
"2014-03-01 00:00:00","c++","8668"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21986"
"2014-03-01 00:00:00","javascript","22658"
"2014-03-01 00:00:00","perl","908"
"2014-03-01 00:00:00","php","18375"
"2014-03-01 00:00:00","python","11422"
"2014-03-01 00:00:00","r","2811"
"2014-03-01 00:00:00","ruby","2947"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","365"
"2014-04-01 00:00:00","c","4011"
"2014-04-01 00:00:00","c#","15333"
"2014-04-01 00:00:00","c++","8140"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","go","341"
"2014-04-01 00:00:00","java","20907"
"2014-04-01 00:00:00","javascript","21454"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","php","17751"
"2014-04-01 00:00:00","python","10773"
"2014-04-01 00:00:00","r","2736"
"2014-04-01 00:00:00","ruby","2746"
"2014-04-01 00:00:00","swift","5"
"2014-05-01 00:00:00","assembly","330"
"2014-05-01 00:00:00","c","3263"
"2014-05-01 00:00:00","c#","13911"
"2014-05-01 00:00:00","c++","6783"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","go","279"
"2014-05-01 00:00:00","java","17977"
"2014-05-01 00:00:00","javascript","19806"
"2014-05-01 00:00:00","perl","796"
"2014-05-01 00:00:00","php","14797"
"2014-05-01 00:00:00","python","9247"
"2014-05-01 00:00:00","r","2584"
"2014-05-01 00:00:00","ruby","2679"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","270"
"2014-06-01 00:00:00","c","2774"
"2014-06-01 00:00:00","c#","12506"
"2014-06-01 00:00:00","c++","5674"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15927"
"2014-06-01 00:00:00","javascript","18307"
"2014-06-01 00:00:00","perl","676"
"2014-06-01 00:00:00","php","13056"
"2014-06-01 00:00:00","python","8915"
"2014-06-01 00:00:00","r","2399"
"2014-06-01 00:00:00","ruby","2337"
"2014-06-01 00:00:00","swift","2407"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","c","2837"
"2014-07-01 00:00:00","c#","13695"
"2014-07-01 00:00:00","c++","6270"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","go","451"
"2014-07-01 00:00:00","java","17385"
"2014-07-01 00:00:00","javascript","20142"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","php","14309"
"2014-07-01 00:00:00","python","9916"
"2014-07-01 00:00:00","r","2639"
"2014-07-01 00:00:00","ruby","2562"
"2014-07-01 00:00:00","swift","1644"
"2014-08-01 00:00:00","assembly","182"
"2014-08-01 00:00:00","c","2677"
"2014-08-01 00:00:00","c#","12492"
"2014-08-01 00:00:00","c++","5880"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15739"
"2014-08-01 00:00:00","javascript","18456"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13220"
"2014-08-01 00:00:00","python","9117"
"2014-08-01 00:00:00","r","2476"
"2014-08-01 00:00:00","ruby","2467"
"2014-08-01 00:00:00","swift","1697"
"2014-09-01 00:00:00","assembly","282"
"2014-09-01 00:00:00","c","3234"
"2014-09-01 00:00:00","c#","12320"
"2014-09-01 00:00:00","c++","6190"
"2014-09-01 00:00:00","delphi","446"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16705"
"2014-09-01 00:00:00","javascript","18134"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13384"
"2014-09-01 00:00:00","python","8774"
"2014-09-01 00:00:00","r","2365"
"2014-09-01 00:00:00","ruby","2275"
"2014-09-01 00:00:00","swift","1901"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3804"
"2014-10-01 00:00:00","c#","12554"
"2014-10-01 00:00:00","c++","6837"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","381"
"2014-10-01 00:00:00","java","17903"
"2014-10-01 00:00:00","javascript","18919"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","php","13630"
"2014-10-01 00:00:00","python","9583"
"2014-10-01 00:00:00","r","2779"
"2014-10-01 00:00:00","ruby","2343"
"2014-10-01 00:00:00","swift","2465"
"2014-11-01 00:00:00","assembly","386"
"2014-11-01 00:00:00","c","3669"
"2014-11-01 00:00:00","c#","11873"
"2014-11-01 00:00:00","c++","6555"
"2014-11-01 00:00:00","delphi","428"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17846"
"2014-11-01 00:00:00","javascript","17976"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","13055"
"2014-11-01 00:00:00","python","9568"
"2014-11-01 00:00:00","r","2705"
"2014-11-01 00:00:00","ruby","2115"
"2014-11-01 00:00:00","swift","2560"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c","3153"
"2014-12-01 00:00:00","c#","11081"
"2014-12-01 00:00:00","c++","6080"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","java","16379"
"2014-12-01 00:00:00","javascript","16989"
"2014-12-01 00:00:00","perl","566"
"2014-12-01 00:00:00","php","12356"
"2014-12-01 00:00:00","python","9040"
"2014-12-01 00:00:00","r","2361"
"2014-12-01 00:00:00","ruby","2145"
"2014-12-01 00:00:00","swift","2488"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3209"
"2015-01-01 00:00:00","c#","11743"
"2015-01-01 00:00:00","c++","6128"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","java","16539"
"2015-01-01 00:00:00","javascript","18538"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","php","13638"
"2015-01-01 00:00:00","python","9678"
"2015-01-01 00:00:00","r","2689"
"2015-01-01 00:00:00","ruby","2429"
"2015-01-01 00:00:00","swift","3049"
"2015-02-01 00:00:00","assembly","358"
"2015-02-01 00:00:00","c","3364"
"2015-02-01 00:00:00","c#","11788"
"2015-02-01 00:00:00","c++","6473"
"2015-02-01 00:00:00","delphi","415"
"2015-02-01 00:00:00","go","382"
"2015-02-01 00:00:00","java","16758"
"2015-02-01 00:00:00","javascript","18669"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","php","13538"
"2015-02-01 00:00:00","python","10199"
"2015-02-01 00:00:00","r","2971"
"2015-02-01 00:00:00","ruby","2259"
"2015-02-01 00:00:00","swift","3236"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3917"
"2015-03-01 00:00:00","c#","13274"
"2015-03-01 00:00:00","c++","7391"
"2015-03-01 00:00:00","delphi","410"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19769"
"2015-03-01 00:00:00","javascript","20545"
"2015-03-01 00:00:00","perl","639"
"2015-03-01 00:00:00","php","14941"
"2015-03-01 00:00:00","python","11607"
"2015-03-01 00:00:00","r","3565"
"2015-03-01 00:00:00","ruby","2461"
"2015-03-01 00:00:00","swift","3598"
"2015-04-01 00:00:00","assembly","440"
"2015-04-01 00:00:00","c","3951"
"2015-04-01 00:00:00","c#","13093"
"2015-04-01 00:00:00","c++","7144"
"2015-04-01 00:00:00","delphi","389"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","java","19824"
"2015-04-01 00:00:00","javascript","20910"
"2015-04-01 00:00:00","perl","577"
"2015-04-01 00:00:00","php","14989"
"2015-04-01 00:00:00","python","11451"
"2015-04-01 00:00:00","r","3329"
"2015-04-01 00:00:00","ruby","2504"
"2015-04-01 00:00:00","swift","4021"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3522"
"2015-05-01 00:00:00","c#","13361"
"2015-05-01 00:00:00","c++","6817"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18552"
"2015-05-01 00:00:00","javascript","22161"
"2015-05-01 00:00:00","perl","530"
"2015-05-01 00:00:00","php","14608"
"2015-05-01 00:00:00","python","11220"
"2015-05-01 00:00:00","r","3428"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","swift","3800"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c","3169"
"2015-06-01 00:00:00","c#","13536"
"2015-06-01 00:00:00","c++","6518"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17857"
"2015-06-01 00:00:00","javascript","22623"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","php","14390"
"2015-06-01 00:00:00","python","11813"
"2015-06-01 00:00:00","r","3431"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","swift","4325"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2813"
"2015-07-01 00:00:00","c#","14124"
"2015-07-01 00:00:00","c++","6700"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","467"
"2015-07-01 00:00:00","java","18703"
"2015-07-01 00:00:00","javascript","23981"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15399"
"2015-07-01 00:00:00","python","12324"
"2015-07-01 00:00:00","r","3981"
"2015-07-01 00:00:00","ruby","2585"
"2015-07-01 00:00:00","swift","5148"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2571"
"2015-08-01 00:00:00","c#","13228"
"2015-08-01 00:00:00","c++","5871"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17098"
"2015-08-01 00:00:00","javascript","22170"
"2015-08-01 00:00:00","perl","553"
"2015-08-01 00:00:00","php","14271"
"2015-08-01 00:00:00","python","11226"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","ruby","2316"
"2015-08-01 00:00:00","swift","5088"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3083"
"2015-09-01 00:00:00","c#","12921"
"2015-09-01 00:00:00","c++","5912"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","423"
"2015-09-01 00:00:00","java","16951"
"2015-09-01 00:00:00","javascript","21404"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13529"
"2015-09-01 00:00:00","python","10967"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","ruby","2162"
"2015-09-01 00:00:00","swift","4553"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3678"
"2015-10-01 00:00:00","c#","12797"
"2015-10-01 00:00:00","c++","7049"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","428"
"2015-10-01 00:00:00","java","18549"
"2015-10-01 00:00:00","javascript","21834"
"2015-10-01 00:00:00","perl","499"
"2015-10-01 00:00:00","php","13936"
"2015-10-01 00:00:00","python","12488"
"2015-10-01 00:00:00","r","3681"
"2015-10-01 00:00:00","ruby","2192"
"2015-10-01 00:00:00","swift","4302"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3614"
"2015-11-01 00:00:00","c#","12386"
"2015-11-01 00:00:00","c++","7086"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","java","17788"
"2015-11-01 00:00:00","javascript","21281"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13346"
"2015-11-01 00:00:00","python","12297"
"2015-11-01 00:00:00","r","3541"
"2015-11-01 00:00:00","ruby","1956"
"2015-11-01 00:00:00","swift","4319"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","c","3088"
"2015-12-01 00:00:00","c#","12149"
"2015-12-01 00:00:00","c++","6561"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","419"
"2015-12-01 00:00:00","java","16561"
"2015-12-01 00:00:00","javascript","21090"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","php","13776"
"2015-12-01 00:00:00","python","11661"
"2015-12-01 00:00:00","r","3179"
"2015-12-01 00:00:00","ruby","2029"
"2015-12-01 00:00:00","swift","4375"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","c","3047"
"2016-01-01 00:00:00","c#","12366"
"2016-01-01 00:00:00","c++","6098"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","495"
"2016-01-01 00:00:00","java","16641"
"2016-01-01 00:00:00","javascript","22525"
"2016-01-01 00:00:00","perl","446"
"2016-01-01 00:00:00","php","14605"
"2016-01-01 00:00:00","python","12351"
"2016-01-01 00:00:00","r","3539"
"2016-01-01 00:00:00","ruby","2144"
"2016-01-01 00:00:00","swift","4787"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","c","3278"
"2016-02-01 00:00:00","c#","12742"
"2016-02-01 00:00:00","c++","6558"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","java","17853"
"2016-02-01 00:00:00","javascript","22480"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14937"
"2016-02-01 00:00:00","python","13251"
"2016-02-01 00:00:00","r","3594"
"2016-02-01 00:00:00","ruby","2247"
"2016-02-01 00:00:00","swift","4751"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3448"
"2016-03-01 00:00:00","c#","13609"
"2016-03-01 00:00:00","c++","7022"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","java","19904"
"2016-03-01 00:00:00","javascript","24099"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","php","15152"
"2016-03-01 00:00:00","python","14059"
"2016-03-01 00:00:00","r","4045"
"2016-03-01 00:00:00","ruby","2260"
"2016-03-01 00:00:00","swift","5075"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c","3359"
"2016-04-01 00:00:00","c#","13717"
"2016-04-01 00:00:00","c++","6893"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","java","19485"
"2016-04-01 00:00:00","javascript","23464"
"2016-04-01 00:00:00","perl","493"
"2016-04-01 00:00:00","php","14489"
"2016-04-01 00:00:00","python","13663"
"2016-04-01 00:00:00","r","4128"
"2016-04-01 00:00:00","ruby","2213"
"2016-04-01 00:00:00","swift","4755"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2722"
"2016-05-01 00:00:00","c#","13493"
"2016-05-01 00:00:00","c++","6135"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","java","17038"
"2016-05-01 00:00:00","javascript","23005"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14463"
"2016-05-01 00:00:00","python","13106"
"2016-05-01 00:00:00","r","3802"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","swift","4422"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2299"
"2016-06-01 00:00:00","c#","13064"
"2016-06-01 00:00:00","c++","5717"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15918"
"2016-06-01 00:00:00","javascript","22146"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","php","13640"
"2016-06-01 00:00:00","python","12908"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","ruby","2112"
"2016-06-01 00:00:00","swift","4796"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c","2346"
"2016-07-01 00:00:00","c#","12004"
"2016-07-01 00:00:00","c++","5470"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14946"
"2016-07-01 00:00:00","javascript","22207"
"2016-07-01 00:00:00","perl","423"
"2016-07-01 00:00:00","php","12935"
"2016-07-01 00:00:00","python","12826"
"2016-07-01 00:00:00","r","3744"
"2016-07-01 00:00:00","ruby","1901"
"2016-07-01 00:00:00","swift","4937"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","c","2217"
"2016-08-01 00:00:00","c#","12721"
"2016-08-01 00:00:00","c++","5015"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","572"
"2016-08-01 00:00:00","java","15179"
"2016-08-01 00:00:00","javascript","22668"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","php","12888"
"2016-08-01 00:00:00","python","12916"
"2016-08-01 00:00:00","r","3783"
"2016-08-01 00:00:00","ruby","1880"
"2016-08-01 00:00:00","swift","4903"
"2016-09-01 00:00:00","assembly","336"
"2016-09-01 00:00:00","c","2511"
"2016-09-01 00:00:00","c#","11108"
"2016-09-01 00:00:00","c++","5143"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","512"
"2016-09-01 00:00:00","java","14679"
"2016-09-01 00:00:00","javascript","20455"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","php","12147"
"2016-09-01 00:00:00","python","12334"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1924"
"2016-09-01 00:00:00","swift","4866"
"2016-10-01 00:00:00","assembly","399"
"2016-10-01 00:00:00","c","3207"
"2016-10-01 00:00:00","c#","11454"
"2016-10-01 00:00:00","c++","5972"
"2016-10-01 00:00:00","delphi","267"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","java","15332"
"2016-10-01 00:00:00","javascript","20446"
"2016-10-01 00:00:00","perl","405"
"2016-10-01 00:00:00","php","12272"
"2016-10-01 00:00:00","python","13499"
"2016-10-01 00:00:00","r","3786"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","swift","4730"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3266"
"2016-11-01 00:00:00","c#","11653"
"2016-11-01 00:00:00","c++","6084"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
